gene_id,Product Description ,,FC DOZI/WT,Confidence,PF ID,PF Product Description,Manual Annotation,CITH,DOZI,DOZI/CITH in mosquito and liver stages,,Molecular Function,Biological Process,Cellular Component,Molecular Function,Biological Process,Cellular Component
PBANKA_110820,"conserved Plasmodium protein, unknown function",,,,PF3D7_0508600,"conserved Plasmodium protein, unknown function",nucleic acid binding,0,0,0,na,null,null,null,,,
PBANKA_110850,"conserved Plasmodium protein, unknown function",,,,PF3D7_0508900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_110890,"conserved Plasmodium protein, unknown function",,,,PF3D7_0509300,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_111040,"conserved Plasmodium protein, unknown function",,,,PF3D7_0510800,"conserved Plasmodium protein, unknown function",transcription,0,0,0,na,null,null,null,,,
PBANKA_111130,"kinase binding protein CGI-121, putative",,,,,,,0,0,0,na,null,null,null,,,
PBANKA_111170,"conserved Plasmodium protein, unknown function",,,,PF3D7_0512100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_111230,"Rab1b, putative",,,,PF3D7_0512600,Rab GTPase 1b (Rab1b),trafficking,0,0,0,na,"GTP binding, GTPase activity, protein binding","intracellular protein transport, nucleocytoplasmic transport, small GTPase mediated signal transduction",intracellular,,,
PBANKA_111300,"purine nucleotide phosphorylase, putative",,,,PF3D7_0513300,purine nucleoside phosphorylase (PNP),purine metabolism,0,0,0,na,catalytic activity,nucleoside metabolic process,null,,,
PBANKA_111330,"deoxyribodipyrimidine photolyase, putative",,,,PF3D7_0513600,"deoxyribodipyrimidine photolyase (photoreactivating enzyme, DNA photolyase), putative",DNA replication,0,0,0,na,deoxyribodipyrimidine photo-lyase activity,DNA repair,null,,,
PBANKA_111370,"tubulin-tyrosine ligase, putative",,,,PF3D7_0514000,"tubulin-tyrosine ligase, putative (TTL)",microtubule,0,0,0,na,tubulin-tyrosine ligase activity,cellular protein modification process,null,,,
PBANKA_111520,"conserved Plasmodium protein, unknown function",,,,PF3D7_0515600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_111540,"conserved Plasmodium protein, unknown function",,,,PF3D7_0515800,"BolA-like protein, putative",cell division,0,0,0,na,null,null,null,,,
PBANKA_111610,"conserved Plasmodium protein, unknown function",,,,PF3D7_0616600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_111740,"conserved Plasmodium protein, unknown function",,,,PF3D7_0618200,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_111750,"ribosomal protein L27a, putative",,,,PF3D7_0618300,"60S ribosomal protein L27a, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_111860,"cell division cycle protein 48 homologue, putative",,,,PF3D7_0619400,"cell division cycle protein 48 homologue, putative",cell division,0,0,0,na,"ATP binding, nucleoside-triphosphatase activity",null,null,,,
PBANKA_111920,"conserved Plasmodium protein, unknown function",,-3.28,0.75,PF3D7_0620000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_111960,"merozoite surface protein 10, putative (MSP10)",,,,PF3D7_0620400,merozoite surface protein 10 (MSP10),contaminant,0,0,0,na,null,null,null,,,
PBANKA_111990,"DnaJ protein, putative",,,,PF3D7_0620700,"DnaJ protein, putative",chaperone,0,0,0,na,heat shock protein binding,null,null,,,
PBANKA_112100,"conserved Plasmodium protein, unknown function",,,,PF3D7_0622100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_112200,"coronin binding protein, putative",,,,PF3D7_0623100,"coronin binding protein, putative",gliding motility,0,0,0,na,null,null,null,,,
PBANKA_112350,"SNF2 helicase, putative (ISWI)",,,,PF3D7_0624600,"SNF2 helicase, putative (ISWI)",chromatin,0,0,0,na,"ATP binding, DNA binding, helicase activity, protein binding, zinc ion binding",null,nucleus,,,
PBANKA_112380,"conserved Plasmodium protein, unknown function",,,,PF3D7_0624900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_112470,"conserved Plasmodium protein, unknown function",,,,PF3D7_0625900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_112560,"pyruvate kinase, putative",,,,PF3D7_0626800,pyruvate kinase (PyrK),glycolysis,0,0,0,na,"magnesium ion binding, potassium ion binding, pyruvate kinase activity",glycolysis,null,,,
PBANKA_112580,"conserved Plasmodium protein, unknown function",,,,PF3D7_0627000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_112700,choline/ethanolaminephosphotransferase (CEPT),,,,PF3D7_0628300,"choline/ethanolaminephosphotransferase, putative (CEPT)",phosphatidylcholine metabolism,0,0,0,KO not successful,"phosphotransferase activity, for other substituted phosphate groups",phospholipid biosynthetic process,"endoplasmic reticulum, membrane",,,
PBANKA_112780,"DnaJ protein, putative",,,,PF3D7_0629200,"DnaJ protein, putative",chaperone,0,0,0,na,"heat shock protein binding, unfolded protein binding",protein folding,null,,,
PBANKA_112890,"conserved Plasmodium protein, unknown function",,,,PF3D7_0630100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_112910,"DNA polymerase epsilon, putative",,,,PF3D7_0630300,"DNA polymerase epsilon, catalytic subunit a, putative",DNA repair,0,0,0,na,"DNA binding, DNA-directed DNA polymerase activity, nucleotide binding",DNA replication,null,,,
PBANKA_112960,"conserved Plasmodium protein, unknown function",,,,PF3D7_0630800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_113050,"proteasome subunit alpha type-7, putative",,,,PF3D7_1353900,"proteasome subunit, putative",proteasome,0,0,0,na,threonine-type endopeptidase activity,ubiquitin-dependent protein catabolic process,proteasome core complex,,,
PBANKA_113150,"conserved Plasmodium protein, unknown function",,,,PF3D7_1354900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_113160,"minchromosome maintenance (MCM) complex subunit, putative (MCM6)",,,,PF3D7_1355100,minchromosome maintenance (MCM) complex subunit (MCM6),DNA replication,0,0,0,na,"ATP binding, DNA binding","DNA replication, DNA-dependent DNA replication initiation",nucleus,,,
PBANKA_113260,"ubiquitin conjugating enzyme, putative",,,,PF3D7_1356300,"ubiquitin conjugating enzyme, putative",proteasome,0,0,0,na,small conjugating protein ligase activity,"post-translational protein modification, regulation of protein metabolic process",null,,,
PBANKA_113390,"conserved Plasmodium protein, unknown function",,,,PF3D7_1357600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_113460,"rhomboid protease ROM7, putative (ROM7)",,,,PF3D7_1358300,rhomboid protease ROM7 (ROM7),rhomboid,0,0,0,KO not successful,null,null,integral to membrane,,,
PBANKA_113500,"conserved Plasmodium protein, unknown function",,,,PF3D7_1358700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_113700,"falcilysin, putative (FLN)",,,,PF3D7_1360800,falcilysin (FLN),protease,0,0,0,na,"catalytic activity, metalloendopeptidase activity, zinc ion binding",proteolysis,"apicoplast, food vacuole",,,
PBANKA_113770,"cytochrome c oxidase subunit 2, putative",,,,PF3D7_1361700,"cytochrome c oxidase subunit 2, putative",redoxmeth,0,0,0,na,"copper ion binding, cytochrome-c oxidase activity",null,membrane,,,
PBANKA_113790,"proliferating cell nuclear antigen, putative (PCNA)",,,,PF3D7_1361900,proliferating cell nuclear antigen (PCNA),DNA replication,0,0,0,na,"DNA binding, DNA polymerase processivity factor activity",regulation of DNA replication,PCNA complex,,,
PBANKA_113820,"RuvB-like helicase, putative (RUVB3)",,-2.45,0.73,PF3D7_1362200,"ATP-dependent DNA helicase, putative",DNA replication,0,0,0,na,"ATP binding, DNA helicase activity, nucleoside-triphosphatase activity",null,nucleus,,,
PBANKA_114060,"DNA-directed RNA polymerase II, putative",,,,PF3D7_1364800,"DNA-directed RNA polymerase 2, putative",transcription,0,0,0,na,"DNA binding, DNA-directed RNA polymerase activity","transcription, DNA-dependent",nucleus,,,
PBANKA_114170,"60S ribosomal protein L40/UBI, putative",,,,PF3D7_1365900,"60S ribosomal protein L40/UBI, putative",proteasome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_114280,"conserved Plasmodium protein, unknown function",,,,PF3D7_1366900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_114300,"U1 small nuclear ribonucleoprotein, putative",,,,PF3D7_1367100,"U1 small nuclear ribonucleoprotein, putative",mRNA,0,0,0,na,nucleic acid binding,null,null,,,
PBANKA_114590,"conserved rodent malaria protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_120010,BIR protein,,,,,,BIR protein,0,0,0,na,null,null,null,,,
PBANKA_120040,BIR protein,,,,,,BIR protein,0,0,0,na,null,null,null,,,
PBANKA_120060,"Plasmodium exported protein, unknown function",,,,,,unknown function,0,0,0,KO not successful,null,null,null,,,
PBANKA_120150,"conserved Plasmodium protein, unknown function",,,,PF3D7_1003100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_120220,"U5 small nuclear ribonuclear protein, putative",,,,PF3D7_1003800,"U5 small nuclear ribonuclear protein, putative",mRNA,0,0,0,na,"GTP binding, GTPase activity",null,null,,,
PBANKA_120240,"60S ribosomal protein L13, putative",,,,PF3D7_1004000,"60S ribosomal protein L13, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, large ribosomal subunit, ribosome",,,
PBANKA_120270,"RNA-binding protein, putative",,-2.26,0.75,PF3D7_1004400,"RNA binding protein, putative",mRNA,0,0,0,na,nucleic acid binding,null,null,,,
PBANKA_120370,"regulator of nonsense transcripts, putative",,,,PF3D7_1005500,"regulator of nonsense transcripts, putative",mRNA,0,0,0,na,"ATP binding, DNA binding, helicase activity, zinc ion binding","nuclear-transcribed mRNA catabolic process, nonsense-mediated decay",cytoplasm,,,
PBANKA_120420,"conserved Plasmodium protein, unknown function",,,,PF3D7_1006000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,"DNA binding, alkylbase DNA N-glycosylase activity",base-excision repair,null,,,
PBANKA_120440,"DNA/RNA-binding protein Alba 3, putative (ALBA3)",,,,PF3D7_1006200,DNA/RNA-binding protein Alba 3 (ALBA3),mRNA,0,0,0,na,"DNA binding, RNA binding",null,nucleus,,,
PBANKA_120480,"thioredoxin, putative",,,,PF3D7_1006600,"thioredoxin, putative",redoxmeth,0,0,0,na,null,null,null,,,
PBANKA_120500,"RNA-binding protein, putative",,,,PF3D7_1006800,"RNA binding protein, putative",mRNA,0,0,0,na,nucleic acid binding,null,null,,,
PBANKA_120540,"rhoGAP GTPase, putative",,,,PF3D7_1007200,"rhoGAP GTPase, putative",gliding motility,0,0,0,na,null,signal transduction,intracellular,,,
PBANKA_120660,"26S proteasome regulatory subunit 4, putative",,,,PF3D7_1008400,"26S proteasome regulatory subunit 4, putative",proteasome,0,0,0,na,"ATP binding, nucleoside-triphosphatase activity",protein catabolic process,"cytoplasm, nucleus",,,
PBANKA_120690,"tubulin beta chain, putative",,,,PF3D7_1008700,tubulin beta chain,gliding motility,0,0,0,na,"GTP binding, GTPase activity, structural molecule activity","microtubule-based movement, protein polymerization","microtubule, protein complex",,,
PBANKA_120700,"small subunit rRNA processing protein, putative",,,,PF3D7_1008800,"small subunit rRNA processing protein, putative",RNA,0,0,0,na,null,null,null,,,
PBANKA_120880,"conserved Plasmodium protein, unknown function",,,,PF3D7_1010400,"conserved Plasmodium protein, unknown function",kinase,0,0,0,na,null,null,null,,,
PBANKA_120890,"conserved Plasmodium protein, unknown function",,,,,,proteasome,0,0,0,na,null,null,null,,,
PBANKA_120900,"eukaryotic translation initiation factor 2, beta, putative",,,,PF3D7_1010600,"eukaryotic translation initiation factor 2 beta subunit, putative",translation,0,0,0,na,translation initiation factor activity,translational initiation,null,,,
PBANKA_120990,"conserved Plasmodium protein, unknown function",,,,PF3D7_1011500,"conserved Plasmodium membrane protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_121070,"ubiquinol-cytochrome c reductase complex subunit, putative",,,,PF3D7_1012300,"ubiquinol-cytochrome c reductase complex subunit, putative",redoxmeth,0,0,0,na,ubiquinol-cytochrome-c reductase activity,"mitochondrial electron transport, ubiquinol to cytochrome c",null,,,
PBANKA_121090,"phosphoglucomutase, putative",,,,PF3D7_1012500,"phosphoglucomutase, putative",glycolysis,0,0,0,na,"intramolecular transferase activity, phosphotransferases",carbohydrate metabolic process,null,,,
PBANKA_121260,male gamete fusion factor HAP2 (HAP2),,,,PF3D7_1014200,"male gamete fusion factor HAP2, putative (HAP2)",sexual development,0,0,0,"different in fertilization, ookinete, oocyst, sporozoite and liver stage",null,null,null,,,
PBANKA_121270,"conserved Plasmodium protein, unknown function",,,,PF3D7_1014300,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,not different from wild type,null,null,null,,,
PBANKA_121300,"transcriptional activator ADA2, putative",,,,PF3D7_1014600,transcriptional coactivator ADA2 (ADA2),transcription,0,0,0,na,"DNA binding, zinc ion binding",null,null,,,
PBANKA_121350,"conserved Plasmodium protein, unknown function",,,,PF3D7_1015100,"conserved protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_121360,"cysteinyl-tRNA synthetase, putative",,,,PF3D7_1015200.1/2,"cysteinyl-tRNA synthetase, putative",translation,0,0,0,na,"ATP binding, cysteine-tRNA ligase activity","cysteinyl-tRNA aminoacylation, translation",cytoplasm,,,
PBANKA_121400,"heat shock protein 60, putative",,,,PF3D7_1015600,heat shock protein 60 (HSP60),chaperone,0,0,0,na,"ATP binding, protein binding",cellular protein metabolic process,null,,,
PBANKA_121430,"enolase, putative (ENO)",,,,PF3D7_1015900,enolase (ENO),glycolysis,0,0,0,na,phosphopyruvate hydratase activity,glycolysis,phosphopyruvate hydratase complex,,,
PBANKA_121470,"conserved Plasmodium protein, unknown function",,,,PF3D7_0323800,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_121530,"conserved Plasmodium protein, unknown function",,,,PF3D7_0323200,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_121650,"peptidyl-prolyl cis-trans isomerase, putative (CYP19A)",,,,PF3D7_0322000,peptidyl-prolyl cis-trans isomerase (CYP19A),chaperone,0,0,0,na,peptidyl-prolyl cis-trans isomerase activity,null,null,,,
PBANKA_121760,"histone H2A variant, putative (H2A.Z)",,,,PF3D7_0320900,"histone H2A variant, putative (H2A.Z)",chromatin,0,0,0,na,DNA binding,nucleosome assembly,"nucleosome, nucleus",,,
PBANKA_121770,ATP-dependent RNA Helicase (DOZI),,,,PF3D7_0320800,"ATP-dependent RNA helicase, putative (DOZI)",mRNA,0,0,0,different in fertilization and ookinete,"ATP binding, ATP-dependent helicase activity, helicase activity, nucleic acid binding",null,null,,,
PBANKA_121830,"CPW-WPC family protein, putative",,-2.75,0.75,PF3D7_0320200,CPW-WPC family protein,adhesin,0,0,0,na,null,null,null,,,
PBANKA_121840,"SNARE protein, putative",,,,PF3D7_0320100,SNARE protein (SEC22),trafficking,0,0,0,na,null,vesicle-mediated transport,integral to membrane,,,
PBANKA_121850,"conserved Plasmodium protein, unknown function",,,,PF3D7_0320000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_121860,"conserved Plasmodium protein, unknown function",,,,PF3D7_0319900,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_121890,"elongation factor 1 (EF-1), putative",,,,,,translation,0,0,0,na,translation elongation factor activity,translational elongation,eukaryotic translation elongation factor 1 complex,,,
PBANKA_121900,"heat shock protein 90, putative",,,,PF3D7_0708500,heat shock protein 86 family protein,chaperone,0,0,0,na,null,null,null,,,
PBANKA_121920,"Cg8 protein, putative",,,,PF3D7_0708700,Cg8 protein,redoxmeth,0,0,0,na,null,null,null,,,
PBANKA_122120,"60S ribosomal protein L34a, putative",,,,PF3D7_0710600,"60S ribosomal protein L34a, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_122130,"conserved Plasmodium protein, unknown function",,,,PF3D7_0710700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_122240,"ubiquitin regulatory protein, putative",,,,PF3D7_0808300,"ubiquitin regulatory protein, putative",proteasome,0,0,0,na,null,null,null,,,
PBANKA_122280,"tyrosyl-tRNA synthetase, putative",,,,PF3D7_0807900,"tyrosyl-tRNA synthetase, putative",translation,0,0,0,na,"ATP binding, tyrosine-tRNA ligase activity","translation, tyrosyl-tRNA aminoacylation",cytoplasm,,,
PBANKA_122420,"DnaJ protein, putative",,,,PF3D7_0806500,"DnaJ protein, putative",chaperone,0,0,0,na,"heat shock protein binding, unfolded protein binding",protein folding,null,,,
PBANKA_122540,"conserved Plasmodium protein, unknown function",,,,PF3D7_0805200,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_122660,"tubulin gamma chain, putative",,,,PF3D7_0803700,tubulin gamma chain (g-tub),gliding motility,0,0,0,na,"GTP binding, GTPase activity","microtubule-based process, protein polymerization","microtubule, protein complex",,,
PBANKA_122680,"DNA repair protein rad54, putative -1.65",,,0.7,PF3D7_0803400,"DNA repair protein rad54, putative",DNA repair,0,0,0,na,"ATP binding, DNA binding, helicase activity",null,null,,,
PBANKA_122720,"peptidyl-prolyl cis-trans isomerase, putative (CYP81)",,,,PF3D7_0803000,peptidyl-prolyl cis-trans isomerase (CYP81),chaperone,0,0,0,na,peptidyl-prolyl cis-trans isomerase activity,null,null,,,
PBANKA_122740,"serine/threonine protein phosphatase 2B catalytic subunit A, putative (CNA)",,,,PF3D7_0802800,"serine/threonine protein phosphatase, putative",phosphatase,0,0,0,na,hydrolase activity,null,null,,,
PBANKA_122780,"conserved Plasmodium protein, unknown function",,,,PF3D7_0802400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_122830,"conserved Plasmodium protein, unknown function",,,,PF3D7_0801900,"conserved Plasmodium protein, unknown function",redoxmeth,0,0,0,na,"electron carrier activity, oxidoreductase activity",null,null,,,
PBANKA_122920,"60S ribosomal protein L19, putative",,,,PF3D7_0614500,"60S ribosomal protein L19, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_123005,"ribonuclease, putative, fragment",,,,PF3D7_0615400,"ribonuclease, putative",mRNA,0,0,0,na,"RNA binding, ribonuclease activity",null,null,,,
PBANKA_123100,"40S ribosomal protein S14, putative",,,,PF3D7_0516200,"40S ribosomal protein S14, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_123160,"transcription factor with AP2 domain(s), putative (ApiAP2)",,,,PF3D7_0516800,transcription factor with AP2 domain(s) (ApiAP2),transcription,0,0,0,na,sequence-specific DNA binding transcription factor activity,"regulation of transcription, DNA-dependent",null,,,
PBANKA_123170,"60S ribosomal protein L8, putative",,,,PF3D7_0516900,"60S ribosomal protein L8, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_123180,"60S ribosomal protein L12, putative",,,,PF3D7_0517000,"60S ribosomal protein L12, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_123350,mRNA-binding protein PUF1 (PUF1),,,,PF3D7_0518700,mRNA-binding protein PUF1 (PUF1),mRNA,0,0,0,"different in fertilization, ookinete, oocyst, sporozoite and liver stage",RNA binding,null,null,,,
PBANKA_123420,"40S ribosomal protein S24, putative",,,,PF3D7_0519400,"40S ribosomal protein S24, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_123450,"conserved Plasmodium protein, unknown function",,,,PF3D7_0519700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_123480,"40S ribosomal protein S9, putative",,,,PF3D7_0520000,"40S ribosomal protein S9, putative",ribosome,0,0,0,na,"rRNA binding, structural constituent of ribosome",translation,"intracellular, small ribosomal subunit",,,
PBANKA_123510,"U6 snRNA-associated sm-like protein lsm2, putative (LSM2)",,,,PF3D7_0520300,"U6 snRNA-associated sm-like protein lsm2, putative (LSM2)",mRNA,0,0,0,na,null,null,null,,,
PBANKA_123770,"zinc finger protein, putative, fragment",,,,,,,0,0,0,na,null,null,null,,,
PBANKA_123880,"karyopherin beta, putative",,,,PF3D7_0524000,karyopherin beta (KASbeta),nuclear pore,0,0,0,na,binding,null,null,,,
PBANKA_123920,"cytosolic preribosomal GTP-binding protein, putative",,,,PF3D7_0524400,"cytosolic preribosomal GTP-binding protein, putative",ribosome assembly,0,0,0,na,GTP binding,null,intracellular,,,
PBANKA_123940,"organelle ribosomal protein L7/L12 precursor, putative",,,,PF3D7_0524600,"organelle ribosomal protein L7/L12 precursor, putative",ribosome,0,0,0,na,structural constituent of ribosome,translation,"intracellular, ribosome",,,
PBANKA_123980,"zinc finger protein, putative",,,,PF3D7_0525000,"zinc finger protein, putative","RNA binding, RNA processing",0,0,0,na,"nucleic acid binding, zinc ion binding",null,null,,,
PBANKA_124180,"minchromosome maintenance (MCM) complex subunit, putative (MCM3)",,,,PF3D7_0527000,"minchromosome maintenance (MCM) complex subunit, putative (MCM3)",DNA replication,0,0,0,na,"ATP binding, DNA binding, nucleoside-triphosphatase activity","DNA replication, DNA-dependent DNA replication initiation",nucleus,,,
PBANKA_124190,"ubiquitin-conjugating enzyme E2 N, putative (UBC13)",,,,PF3D7_0527100,"ubiquitin-conjugating enzyme E2 N, putative (UBC13)",proteasome,0,0,0,na,small conjugating protein ligase activity,"post-translational protein modification, regulation of protein metabolic process",null,,,
PBANKA_124220,"conserved Plasmodium protein, unknown function",,,,PF3D7_0527400,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_124230,"58 kDa phosphoprotein,heat shock-related protein (HRP)",,,,PF3D7_0527500,"hsp70 interacting protein, putative",trafficking,0,0,0,na,null,chaperone cofactor-dependent protein refolding,null,,,
PBANKA_124310,"F-actin capping protein, alpha subunit, putative",,,,PF3D7_0528500,"f-actin capping protein alpha subunit, putative",gliding motility,0,0,0,na,actin binding,actin cytoskeleton organization,F-actin capping protein complex,,,
PBANKA_124320,"conserved Plasmodium protein, unknown function",,,,PF3D7_0528600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_124590,"Plasmodium exported protein, unknown function",,,,,,unknown function,0,0,0,na,null,null,null,,,
PBANKA_124640,BIR protein,,,,,,BIR protein,0,0,0,na,null,null,null,,,
PBANKA_124690,"BIR protein, pseudogene",,,,,,BIR protein,0,0,0,na,null,null,null,,,
PBANKA_130050,"tubulin, putative",,,,PF3D7_1475700,"tubulin, putative",chromatin,0,0,0,na,"GTP binding, GTPase activity, structural molecule activity","microtubule-based movement, protein polymerization","microtubule, protein complex",,,
PBANKA_130070,LCCL domain-containing protein (CCp1),,,,PF3D7_1475500,LCCL domain-containing protein (CCp1),adhesin,0,0,0,different in oocyst and sporozoite; (tagged) also in fertilization and ookinete,receptor binding,"cell adhesion, signal transduction",null,,,
PBANKA_130130,"trailer hitch homolog, putative (CITH)",,,,PF3D7_1474900,"trailer hitch homolog, putative (CITH)",mRNA,0,0,0,different in fertilization and ookinete,null,null,null,,,
PBANKA_130140,"proteosome subunit alpha type 1, putative",,,,PF3D7_1474800,"proteosome subunit alpha type 1, putative",proteasome,0,0,0,na,threonine-type endopeptidase activity,ubiquitin-dependent protein catabolic process,proteasome core complex,,,
PBANKA_130160,"conserved Plasmodium protein, unknown function",,,,PF3D7_1474600,"conserved Plasmodium membrane protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_130260,"small subunit DNA primase, putative",,,,PF3D7_1438700,small subunit DNA primase,DNA replication,0,0,0,na,DNA primase activity,"DNA replication, synthesis of RNA primer",null,,,
PBANKA_130280,thioredoxin peroxidase 1 (TPx1),,,,PF3D7_1438900,thioredoxin peroxidase 1 (Trx-Px1),redoxmeth,0,0,0,different in sporozoite and liver stage,"antioxidant activity, oxidoreductase activity",cell redox homeostasis,null,,,
PBANKA_130330,"ubiquinol-cytochrome c reductase, iron-sulfur subunit, putative",,,,PF3D7_1439400,"ubiquinol-cytochrome c reductase iron-sulfur subunit, putative",redoxmeth,0,0,0,na,"2 iron, 2 sulfur cluster binding, electron carrier activity, ubiquinol-cytochrome-c reductase activity",oxidation-reduction process,membrane,,,
PBANKA_130350,"conserved Plasmodium protein, unknown function",,,,PF3D7_1439600,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,mitochondrion,,,
PBANKA_130390,"conserved Plasmodium protein, unknown function",,-3.01,0.75,PF3D7_1440000,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,RNA-directed RNA polymerase activity,viral genome replication,null,,,
PBANKA_130510,"60S ribosomal protein L10a, putative",,,,PF3D7_1441200,"60S ribosomal protein L1, putative",ribosome,0,0,0,na,RNA binding,RNA processing,null,,,
PBANKA_130590,"ADP-ribosylation-like factor, putative",,,,PF3D7_1442000,"ADP-ribosylation factor, putative",trafficking,0,0,0,na,GTP binding,"intracellular protein transport, small GTPase mediated signal transduction",intracellular,,,
PBANKA_130600,"conserved Plasmodium protein, unknown function",,,,PF3D7_1442100,"conserved Plasmodium protein, unknown function",DNA repair,0,0,0,na,null,null,null,,,
PBANKA_130620,"tRNA binding protein, putative",,,,PF3D7_1442300,"tRNA binding protein, putative",translation,0,0,0,na,tRNA binding,null,null,,,
PBANKA_130770,"zinc finger protein, putative",,,,PF3D7_1443800,"zinc finger protein, putative",mRNA,0,0,0,na,"nucleic acid binding, protein binding, zinc ion binding",null,null,,,
PBANKA_130810,calmodulin-like protein,,,,PF3D7_1444200,calmodulin-like protein,kinase,0,0,0,na,null,null,null,,,
PBANKA_130920,"serine/threonine kinase-1, putative",,,,PF3D7_1445400,protein serine/threonine kinase-1 (CLK1),kinase,0,0,0,KO not successful,"ATP binding, protein serine/threonine kinase activity, protein tyrosine kinase activity",protein phosphorylation,null,,,
PBANKA_130930,"conserved Plasmodium protein, unknown function",,,,PF3D7_1445500,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_131040,"centrin, putative",,,,PF3D7_1446600,centrin-2 (CEN2),chromatin,0,0,0,na,calcium ion binding,null,null,,,
PBANKA_131080,"40S ribosomal protein S2, putative",,,,PF3D7_1447000,"40S ribosomal protein S2, putative",ribosome,0,0,0,na,"RNA binding, structural constituent of ribosome",translation,"intracellular, ribosome, small ribosomal subunit",,,
PBANKA_131090,"conserved Plasmodium protein, unknown function",,,,PF3D7_1447100,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_131440,"conserved Plasmodium protein, unknown function",,,,PF3D7_1450700,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
PBANKA_131480,"elongation factor 2, putative",,,,PF3D7_1451100,elongation factor 2,translation,0,0,0,na,"GTP binding, GTPase activity",null,null,,,
PBANKA_131490,"conserved Plasmodium protein, unknown function",,-2.62,0.75,PF3D7_1451200,"conserved Plasmodium protein, unknown function",unknown function,0,0,0,na,null,null,null,,,
